55.792503;37.939457;;;;;;;;;;;;;;;;;;;;;;;
55.791572;37.939852;;;;;;;;;;;;;;;;;;;;;;;
55.800398;37.928901;;;;;;;;;;;;;;;;;;;;;;;
x;y;;;;;;;;;;;;;;;;;;;;;;;
55.800398;37.928901;;;;;;;;;;;;;;;;;;;;;;;
55.802523;37.933779;;;;;;;;;;;;;;;;;;;;;;;
55.802523;37.933779;;;;;;;;;;;;;;;;;;;;;;;
55.796122;37.934844;;;;;;;;;;;;;;;;;;;;;;;
55.802523;37.933779;;;;;;;;;;;;;;;;;;;;;;;
55.796420;37.945188;;;;;;;;;;;;;;;;;;;;;;;
55.796410;37.945224;;;;;;;;;;;;;;;;;;;;;;;
55.741840;37.882620;;;;;;;;;;;;;;;;;;;;;;;
55.813379;37.949167;;;;;;;;;;;;;;;;;;;;;;;
55.813379;37.949167;;;;;;;;;;;;;;;;;;;;;;;
55.823919;37.957827;;;;;;;;;;;;;;;;;;;;;;;
55.823919;37.957827;;;;;;;;;;;;;;;;;;;;;;;
55.823919;37.957827;;;;;;;;;;;;;;;;;;;;;;;
55.823919;37.957827;;;;;;;;;;;;;;;;;;;;;;;
55.826196;37.921803;;;;;;;;;;;;;;;;;;;;;;;
55.826196;37.921803;;;;;;;;;;;;;;;;;;;;;;;
55.833708;37.929746;;;;;;;;;;;;;;;;;;;;;;;
55.830897;37.971041;;;;;;;;;;;;;;;;;;;;;;;
55.829987;37.967834;;;;;;;;;;;;;;;;;;;;;;;
55.829987;37.967843;;;;;;;;;;;;;;;;;;;;;;;
55.829987;37.967843;;;;;;;;;;;;;;;;;;;;;;;
55.822119;37.966487;;;;;;;;;;;;;;;;;;;;;;;
55.822058;37.970754;;;;;;;;;;;;;;;;;;;;;;;
55.822058;37.970754;;;;;;;;;;;;;;;;;;;;;;;
55.822114;37.966478;;;;;;;;;;;;;;;;;;;;;;;
55.822058;37.970754;;;;;;;;;;;;;;;;;;;;;;;
55.817686;37.965099;;;;;;;;;;;;;;;;;;;;;;;
55.814391;37.961088;;;;;;;;;;;;;;;;;;;;;;;
55.814487;37.963909;;;;;;;;;;;;;;;;;;;;;;;
55.808392;37.979746;;;;;;;;;;;;;;;;;;;;;;;
55.808392;37.979746;;;;;;;;;;;;;;;;;;;;;;;
55.798489;37.973521;;;;;;;;;;;;;;;;;;;;;;;
55.798475;37.973395;;;;;;;;;;;;;;;;;;;;;;;
55.798384;37.955384;;;;;;;;;;;;;;;;;;;;;;;
55.798384;37.955384;;;;;;;;;;;;;;;;;;;;;;;
55.793242;37.962615;;;;;;;;;;;;;;;;;;;;;;;
